company,region,prefecture_eng,prefecture,city,address,website,num_sake,abv_avg,abv_count,abv_std,acidity_avg,acidity_count,acidity_std,gravity_avg,gravity_count,gravity_std,lat,lon,eng_address,distance_from_coast_deg,elevation,dist_from_coast_km,abv_med,acidity_med,gravity_med,polish_rate_med,grade_med,company_eng
安井酒造場,Kansai,Shiga,滋賀県,甲賀市,〒528-0234滋賀県甲賀市土山町徳原225番地,https://www.hatsusakura.jp/,18,,0,,,0,,,0,,34.9482505,136.2303489,"225 Tsuchiyamachō Tokuhara, Koka, Shiga 528-0234, Japan",0.3551086812137839,207.0,36.07970577826256,,,,60.0,Junmai Daiginjō-shu,Yasui Sake Brewery
宗政酒造株式会社,Kyūshū,Saga,佐賀県,西松浦郡,〒844-0014佐賀県西松浦郡有田町戸矢乙340番地28,http://www.nonnoko.com/,6,15.75,6,1.6658331248957683,1.8083333333333336,6,0.944678075677988,-4.708333333333333,6,8.689672989627784,33.1644683,129.9084034,"Otsu-340-28 Toya, Arita, Nishimatsuura District, Saga 844-0014, Japan",0.1052178478625876,145.0,10.787050198975752,15.0,1.55,-2.625,60.0,Daiginjō-shu,"Munemasa Sake Brewery Co., Ltd."
宝酒造株式会社,Kansai,Kyoto,京都府,京都市,〒600-8688京都府京都市下京区四条通烏丸東入長刀鉾町20(四条烏丸ＦＴスクエア),https://www.takarashuzo.co.jp/,63,14.071428571428571,63,2.7604013599842263,1.4651162790697674,43,0.7180939456148353,-2.395348837209302,43,18.52686535160138,35.0033289,135.7603627,"20 Naginatabokochō, Shimogyo Ward, Kyoto, 600-8008, Japan",0.4664549312745005,52.0,47.37064134706352,15.0,1.3,2.0,50.0,Junmai Daiginjō-shu,"Takara Shuzo Co., Ltd."
室原合名会社,Kyūshū,Kumamoto,熊本県,阿蘇郡,〒869-2401阿蘇郡南小国町赤馬場1862,,2,,0,,,0,,,0,,33.0958673,131.0694248,"1862 Akababa, Minamioguni, Aso District, Kumamoto 869-2401, Japan",0.4753528602615935,453.0,48.719349445879566,,,,,,Murohara LLC
室町酒造株式会社,Chūgoku,Okayama,岡山県,赤磐市,〒709-0835岡山県赤磐市西中1342-1,http://sakuramuromachi.co.jp/,44,15.91590909090909,44,1.405792531885887,,0,,2.627906976744186,43,4.10587996376598,34.7655768,134.0057416,"1342-1 Nishinaka, Akaiwa, Okayama 709-0835, Japan",0.1568113725920747,29.0,15.952093185860544,15.5,,3.0,60.0,Junmai Daiginjō-shu,"Muromachi Sake Brewery Co., Ltd."
宮下酒造株式会社,Chūgoku,Okayama,岡山県,岡山市,〒703-8258岡山県岡山市中区西川原184,https://www.msb.co.jp/,66,15.863636363636363,66,1.232712626519425,1.88,5,1.0756393447619883,-0.7551020408163265,49,12.25175261653902,34.6790035,133.9396545,"184 Nishigawara, Naka Ward, Okayama, 703-8258, Japan",0.0831108758144061,7.0,8.459346308568508,15.5,1.4,3.0,60.0,Junmai Daiginjō-shu,"Miyashita Sake Brewery Co., Ltd."
宮泉銘醸株式会社,Tōhoku,Fukushima,福島県,会津若松市,〒965-0872福島県会津若松市東栄町八番七号,http://www.miyaizumi.co.jp/,24,,0,,,0,,,0,,37.4921172,139.9310689,"8-7 Higashisakaemachi, Aizuwakamatsu, Fukushima 965-0872, Japan",0.8259859976057097,222.0,82.77807306560884,,,,50.0,Junmai Daiginjō-shu,"Miyaizumi Meijo Co., Ltd."
富久千代酒造有限会社,Kyūshū,Saga,佐賀県,鹿島市,〒849-1322佐賀県鹿島市浜町1244-1,http://nabeshima.biz/,28,15.666666666666666,9,0.8291561975888498,,0,,,0,,33.0937381,130.1150257,"1244-1 Hamamachi, Kashima, Saga 849-1322, Japan",0.0188173335551941,6.0,1.930092085400623,15.5,,,50.0,Junmai Daiginjō-shu,"Fukuchiyo Brewing Co., Ltd."
富久錦株式会社,Kansai,Hyōgo,兵庫県,加西市,〒675-2223兵庫県加西市三口町1048,http://www.fukunishiki.co.jp/,9,15.61111111111111,9,0.2204792759220491,,0,,,0,,34.8696415,134.8373179,"1048 Mikuchichō, Kasai, Hyogo 675-2223, Japan",0.1353039815444271,51.0,13.757696999304995,15.5,,,70.0,Junmai Daiginjō-shu,"Fukunishiki Co., Ltd."
富士正酒造合資会社,Chūbu,Shizuoka,静岡県,富士宮市,〒418-0101静岡県富士宮市根原450-1,https://www.fujimasa-sake.com/,22,16.181818181818183,22,1.3675269175156557,,0,,1.5454545454545454,22,3.996751928006787,35.4115274,138.5911741,"450-1 Nebara, Fujinomiya, Shizuoka 418-0101, Japan",0.2920283489522259,892.0,29.60607270823771,16.0,,2.0,60.0,Junmai Daiginjō-shu,Fujimasa Sake Brewing Limited Partnership Company
富士錦酒造株式会社,Chūbu,Shizuoka,静岡県,富士宮市,〒419-0301静岡県富士宮市上柚野532,http://www.fujinishiki.com/page/item/index.html,26,15.495833333333332,24,1.4402533492913423,,0,,,0,,35.2691117,138.5596092,"532 Kamiyuno, Fujinomiya, Shizuoka 419-0301, Japan",0.1571197198059384,229.0,15.943940450499577,15.0,,,52.5,Junmai Daiginjō-shu,"Fujinishiki Sake Brewery Co., Ltd."
寒北斗酒造株式会社,Kyūshū,Fukuoka,福岡県,嘉麻市,〒820-0302福岡県嘉麻市大隈町1036-1,http://kanhokuto.com/,25,15.4,25,1.0801234497346426,1.648,25,0.132664991614216,3.72,25,2.000416623272929,33.5474286,130.7440898,"1036-1 Ōkumamachi, Kama, Fukuoka 820-0302, Japan",0.3287740265787867,52.0,33.63267226345789,15.0,1.7,4.0,55.0,Junmai Daiginjō-shu,"Kanhokuto Sake Brewery Co., Ltd."
寿虎屋酒造株式会社,Tōhoku,Yamagata,山形県,山形市,〒990-2235山形県山形市中里北田93-1,http://kotobukitoraya.co.jp/,36,,0,,,0,,15.0,1,,38.3008977,140.3877974,"Nakazato, Yamagata, 990-2235, Japan",0.5902459475714866,157.0,58.928639156482085,,,15.0,55.0,Junmai Daiginjō-shu,"Jutoraya Sake Brewery Co., Ltd."
寿酒造株式会社,Kansai,Osaka,大阪府,高槻市,〒569-0814大阪府高槻市富田町三丁目26-12,http://www.kuninocho.jp/,16,15.666666666666666,15,0.617213399848368,1.2333333333333334,3,0.0577350269189625,1.8666666666666667,15,3.130875429074264,34.83290420000001,135.5922966,"3-chōme-26-12 Tondachō, Takatsuki, Osaka 569-0814, Japan",0.2280380049330023,16.0,23.18732752989473,16.0,1.2,3.0,60.0,Daiginjō-shu,"Kotobuki Sake Brewery Co., Ltd."
小原酒造株式会社,Tōhoku,Fukushima,福島県,喜多方市,〒966-0074福島県喜多方市南町2846,http://www.oharashuzo.co.jp/,32,15.0,15,3.220913801126275,2.457142857142857,14,2.355587232261036,-6.192857142857143,14,19.283849930236133,37.653537,139.8798465,"2846 Minamimachi, Kitakata, Fukushima 966-0074, Japan",0.6718819953937973,213.0,67.29682307599433,15.7,1.5,1.4,60.0,Junmai Daiginjō-shu,"Ohara Sake Brewery Co., Ltd."
小坂酒造株式会社,Chūgoku,Okayama,岡山県,赤磐市,〒701-2225岡山県赤磐市山口265-1,http://www.turunoike.co.jp/,10,16.3,10,1.6865480854231356,1.0,1,,-17.0,1,,34.7946602,133.9850653,"265-1 Yamaguchi, Akaiwa, Okayama 701-2225, Japan",0.1861840939525962,58.0,18.9364624528915,15.5,1.0,-17.0,60.0,Junmai Daiginjō-shu,"Kosaka Sake Brewery Co., Ltd."
小島酒造店,Kantō,Tochigi,栃木県,塩谷郡,〒329-2336栃木県塩谷郡塩谷町風見1185,http://murakamisaketen.co.jp/kojima.html,6,,0,,,0,,,0,,36.7348252,139.8669265,"1185 Kazami, Shioya, Shioya District, Tochigi 329-2336, Japan",0.7904382960052172,220.0,79.53110492488538,,,,,Daiginjō-shu,Kojima Sake Brewery
小弓鶴酒造株式会社,Chūbu,Aichi,愛知県,犬山市,〒484-0894愛知県犬山市大字羽黒字成海郷70,http://www.koyumitsuru.jp/,3,16.666666666666668,3,2.466441431158124,,0,,,0,,35.3461003,136.9456604,"Narumigō-70 Haguro, Inuyama, Aichi 484-0894, Japan",0.2632717576996606,45.0,26.700718117169554,15.5,,,70.0,Honjōzō-shu,"Koyutsuru Sake Brewery Co., Ltd."
小手川酒造株式会社,Kyūshū,Ōita,大分県,臼杵市,〒875-0041大分県臼杵市大字臼杵538,https://www.fundokin.co.jp/kotegawa/,3,16.333333333333332,3,2.309401076758503,,0,,,0,,33.1205678,131.7971388,"538 Usuki, Oita 875-0041, Japan",0.0143097259773742,7.0,1.4675733791908108,15.0,,,,Honjōzō-shu,"Kotegawa Sake Brewery Co., Ltd."
小松酒造株式会社,Kyūshū,Saga,佐賀県,唐津市,〒849-3211佐賀県唐津市相知町千束1489,http://www.manrei.jp/,5,15.0,1,,,0,,,0,,33.3506519,130.0228074,"1489 Ōchichō Senzoku, Karatsu, Saga 849-3211, Japan",0.0953209017086685,38.0,9.76399184441948,15.0,,,50.0,Daiginjō-shu,"Komatsu Sake Brewery Co., Ltd."
小林酒造株式会社,Hokkaidō,Hokkaido,北海道,夕張郡,〒069-1521北海道夕張郡栗山町錦3-109,http://www.kitanonishiki.com/,10,15.5,7,0.4999999999999998,1.5833333333333333,6,0.278687399547713,2.0,6,4.289522117905444,43.0615611,141.7697439,"3-chōme-109 Nishiki, Kuriyama, Yubari District, Hokkaido 069-1521, Japan",0.4305450760565321,26.0,41.888757432655794,15.5,1.65,1.0,50.0,Junmai Daiginjō-shu,"Kobayashi Sake Brewery Co., Ltd."
小柳酒造株式会社,Kyūshū,Saga,佐賀県,小城市,〒845-0001佐賀県小城市小城町903番地,,7,16.5,6,1.5165750888103104,,0,,0.6666666666666666,6,2.5232254490367416,33.2988954,130.2025968,"903 Ogimachi, Ogi, Saga 845-0001, Japan",0.1172661322716629,33.0,12.014399997921402,16.5,,0.5,59.0,Daiginjō-shu,"Koyanagi Sake Brewery Co., Ltd."
小玉醸造株式会社,Tōhoku,Akita,秋田県,潟上市,〒018-1504秋田県潟上市飯田川飯塚字飯塚34-1,http://www.kodamajozo.co.jp/,28,15.7,20,0.9233805168766388,1.5,1,,-0.1,1,,39.8968875,140.0768945,"Iizuka-34-1 Iitagawaiizuka, Katagami, Akita 018-1504, Japan",0.0847272711859554,5.0,8.395170590155693,15.0,1.5,-0.1,55.0,Junmai Daiginjō-shu,"Kodama Brewing Co., Ltd."
小町酒造株式会社,Chūbu,Gifu,岐阜県,各務原市,〒504-0851岐阜県各務原市蘇原伊吹町2-15,https://www.nagaragawa.co.jp/,24,15.625,24,1.261899878892072,1.5272727272727271,22,0.2074374677590889,6.181818181818182,22,5.662208585049306,35.4221932,136.8616601,"2-chōme-15 Soharaibukichō, Kakamigahara, Gifu 504-0851, Japan",0.3289549060576792,35.0,33.345783970137255,15.5,1.5,5.0,60.0,Junmai Daiginjō-shu,"Komachi Sake Brewery Co., Ltd."
小西酒造株式会社,Kansai,Hyōgo,兵庫県,伊丹市,〒664-0845兵庫県伊丹市東有岡2-13,http://www.konishi.co.jp/index.php,34,15.647058823529411,34,1.559571676652521,1.5888888888888888,18,0.5422056142318845,-0.5,34,9.33955420388322,34.7768164,135.4229749,"2-chōme-13 Higashiarioka, Itami, Hyogo 664-0845, Japan",0.0853252289045773,7.0,8.680553596675384,15.5,1.4,2.0,50.0,Junmai Daiginjō-shu,"Konishi Sake Brewery Co., Ltd."
小野酒造株式会社,Chūgoku,Hiroshima,広島県,山県郡,〒731-1502広島県山県郡北広島町蔵迫47,http://oigame.co.jp/,17,16.470588235294116,17,1.494475119348911,1.423529411764706,17,0.3031695312954161,2.4705882352941178,17,7.500980328087319,34.7063222,132.5040306,"47 Kurazako, Kitahiroshima, Yamagata District, Hiroshima 731-1502, Japan",0.3439032408352346,300.0,34.983356041364665,16.5,1.4,3.0,60.0,Daiginjō-shu,"Ono Sake Brewery Co., Ltd."
尾崎酒造株式会社,Tōhoku,Aomori,青森県,西津軽郡,〒038-2744青森県西津軽郡鯵ヶ沢町大字漁師町30,http://www.ozakishuzo.com/,30,15.725,20,1.0691240881158146,1.4,2,0.2828427124746192,1.973684210526316,19,1.2301048307916045,40.7829307,140.1979599,"30 Ryōshimachi, Ajigasawa, Nishitsugaru District, Aomori 038-2744, Japan",0.0030100866114112,14.0,0.2968637720734148,15.5,1.4,2.0,60.0,Junmai Daiginjō-shu,"Ozaki Sake Brewery Co., Ltd."
山の壽酒造株式会社,Kyūshū,Fukuoka,福岡県,久留米市,〒830-1125福岡県久留米市北野町乙丸1番地,http://yamanokotobuki.com/about/,8,14.857142857142858,7,1.345185418269098,,0,,,0,,33.3516399,130.608621,"1 Kitanomachi Otomaru, Kurume, Fukuoka 830-1125, Japan",0.3226813547844889,11.0,33.04043205243279,15.0,,,60.0,Junmai Daiginjō-shu,"Yamaju Sake Brewing Co., Ltd."
山内酒造株式会社,Chūbu,Gifu,岐阜県,中津川市,〒509-9231岐阜県中津川市上野小野沢134番地1,https://yamauchisyuzou.com/,7,16.142857142857142,7,1.2136132591798527,,0,,2.571428571428572,7,2.819996622760558,35.5874852,137.4931828,"Ueno, Nakatsugawa, Gifu 509-9231, Japan",0.7856791128961245,605.0,79.51349173229976,15.2,,3.0,55.0,Junmai Ginjō-shu,"Yamauchi Sake Brewery Co., Ltd."
山口合名会社酒造,Tōhoku,Fukushima,福島県,会津若松市,〒965-0031福島県会津若松市相生町7-17,http://sakenosakuraya.com/kaisyuichi.html,7,15.571428571428571,7,0.5345224838248487,1.4,1,,0.5142857142857143,7,2.0456690604205523,37.501508,139.9361852,"7-17 Aioimachi, Aizuwakamatsu, Fukushima 965-0031, Japan",0.8222542211408369,225.0,82.40062823354558,16.0,1.4,2.0,50.0,Junmai Ginjō-shu,Yamaguchi Partnership Company Sake Brewery
山名酒造株式会社,Kansai,Hyōgo,兵庫県,丹波市,〒669-4322兵庫県丹波市市島町上田211,http://www.okutamba.co.jp/,15,15.333333333333334,15,0.8164965809277263,,0,,3.2666666666666666,15,1.5796322658258457,35.2083101,135.1341464,"211 Ichijimachō Kamida, Tamba, Hyogo 669-4322, Japan",0.3018868659293262,62.0,30.63582821051601,15.0,,3.0,60.0,Junmai Daiginjō-shu,"Yamana Sake Brewery Co., Ltd."
山城屋酒造株式会社,Chūgoku,Yamaguchi,山口県,山口市,〒753-0047山口県山口市道場門前2-1-7,https://sugihime.jp/,5,15.5,5,0.7071067811865476,,0,,1.9,5,1.08397416943394,34.1740303,131.4759823,"2-chōme-1-7 Dōjōmonzen, Yamaguchi, 753-0047, Japan",0.14214986558948,29.0,14.502557818818945,15.5,,1.5,60.0,Daiginjō-shu,"Yamashiroya Sake Brewery Co., Ltd."
山岡酒造株式会社,Chūgoku,Hiroshima,広島県,三次市,〒729-4102広島県三次市甲奴町西野489-1,http://wp1.fuchu.jp/~zuikan/,20,12.0,1,,,0,,,0,,34.69865619999999,133.0757685,"489-1 Kōnuchō Nishino, Miyoshi, Hiroshima 729-4102, Japan",0.309354528027032,343.0,31.47197124458426,12.0,,,55.0,Junmai Daiginjō-shu,"Yamaoka Sake Brewery Co., Ltd."
山崎合資会社,Chūbu,Aichi,愛知県,西尾市,〒444-0703愛知県西尾市西幡豆町柿田57,https://www.sonnoh.co.jp/,57,16.885964912280702,57,1.3330200133117749,1.612280701754386,57,0.2712867324954726,3.008771929824561,57,3.886206408649259,34.79295159999999,137.1227718,"Kakida-57 Nishihazuchō, Nishio, Aichi 444-0703, Japan",0.0046405710757188,15.0,0.4721366367682243,17.5,1.7,2.0,60.0,Junmai Daiginjō-shu,Yamazaki LLC
山崎酒造株式会社,Kantō,Gunma,群馬県,太田市,〒370-0321群馬県太田市新田木崎町966,http://www.yamazaki-shuzo.com/,12,15.4,10,0.9368979548370132,,0,,3.0,1,,36.2798147,139.3042272,"966 Nitta Kizakichō, Ota, Gunma 370-0321, Japan",0.7777015456577665,44.0,78.43316565821624,15.0,,3.0,57.5,Daiginjō-shu,"Yamazaki Sake Brewery Co., Ltd."
山忠本家酒造株式会社,Chūbu,Aichi,愛知県,愛西市,〒496-0906愛知県愛西市日置町1813,https://gikyo.net/,30,16.066666666666666,30,0.9352607356658148,,0,,,0,,35.1580442,136.7331547,"Futabashi-1813 Hekichō, Aisai, Aichi 496-0906, Japan",0.125206259245338,-3.0,12.713154938903006,16.5,,,60.0,Junmai Ginjō-shu,"Yamada Honke Sake Brewery Co., Ltd."
山成酒造株式会社,Chūgoku,Okayama,岡山県,井原市,〒714-2112岡山県井原市芳井町簗瀬23番地,https://yamanari.jp/,9,18.085714285714285,7,1.5410262505103234,1.3199999999999998,5,0.1643167672515498,2.0,5,4.636809247747852,34.6228749,133.4380072,"23 Yoshiichō Yanase, Ibara, Okayama 714-2112, Japan",0.1431752144246342,58.0,14.575403681906238,17.5,1.2,0.0,,Daiginjō-shu,"Yamanari Sake Brewery Co., Ltd."
山星酒造株式会社,Chūbu,Aichi,愛知県,江南市,〒483-8237愛知県江南市布袋町西95,http://www.hoshizakari.co.jp/,8,16.3,5,1.7888543819998322,1.12,5,0.1643167672515497,2.3,5,1.5652475842498528,35.320892,136.8691471,"Nishi-95 Hoteichō, Konan, Aichi 483-8237, Japan",0.2275124459128241,17.0,23.07837964956878,15.5,1.0,1.5,65.0,Daiginjō-shu,"Yamaboshi Sake Brewery Co., Ltd."
山本合名会社,Tōhoku,Akita,秋田県,山本郡,〒018-2678秋田県山本郡八峰町八森字八森269,http://www.shirataki.net/,17,15.045454545454543,11,0.5680909018170177,,0,,3.8333333333333335,3,2.3629078131263044,40.3338334,140.029919,"Hachimori-269 Hachimori, Happo, Yamamoto District, Akita 018-2678, Japan",0.009703150481123,11.0,0.9592937103335808,15.0,,3.0,55.0,Junmai Daiginjō-shu,Yamamoto LLC
山村酒造合名会社,Kyūshū,Kumamoto,熊本県,阿蘇郡,〒869-1602　熊本県阿蘇郡高森町高森1645,http://shop.reizan.com/,27,15.637037037037036,27,1.629806064005103,1.457142857142857,7,0.3994043183589901,0.6124999999999998,8,6.847405660957608,32.8171661,131.1252116,"1645 Takamori, Aso District, Kumamoto 869-1602, Japan",0.4869579407365487,552.0,49.97314711584325,15.0,1.6,3.5,65.0,Daiginjō-shu,Yamamura Sake Brewery LLC
山田酒造株式会社,Chūbu,Aichi,愛知県,海部郡,〒497-0031愛知県海部郡蟹江町大字須成1245,http://www5d.biglobe.ne.jp/~yamada/,9,,0,,,0,,,0,,35.1465619,136.7889715,"497-0031, Japan",0.0792494809758867,-2.0,8.047909918523136,,,,70.0,Junmai Daiginjō-shu,"Yamada Sake Brewery Co., Ltd."
山盛酒造株式会社,Chūbu,Aichi,愛知県,名古屋市,〒459-8001愛知県名古屋市緑区大高町字高見74,http://takanoyume.co.jp/,23,16.58695652173913,23,1.3369926727976575,,0,,7.0,3,5.0,35.0671428,136.9337499,"Takami-74 Ōdakachō, Midori Ward, Nagoya, Aichi 459-8001, Japan",0.0509237411876569,2.0,5.173663252290578,16.0,,7.0,60.0,Junmai Daiginjō-shu,"Yamamori Sake Brewery Co., Ltd."
山路酒造有限会社,Kansai,Shiga,滋賀県,長浜市,〒529-0425滋賀県長浜市木之本町木之本990,http://www.hokkokukaidou.com/,9,16.6,9,0.8426149773176363,,0,,3.7777777777777777,9,0.9718253158075502,35.507499,136.224685,"990 Kinomotochō Kinomoto, Nagahama, Shiga 529-0425, Japan",0.2191703440388164,119.0,22.211925842298182,17.2,,3.0,60.0,Junmai Daiginjō-shu,"Yamaji Sake Brewery Co., Ltd."
山野酒造株式会社,Kansai,Osaka,大阪府,交野市,〒576-0052大阪府交野市私部7-11-2,http://katanosakura.com/,10,15.8,10,1.0327955589886444,1.67,10,0.298328677803526,2.1,10,2.6012817353502227,34.7887838,135.6843105,"7-chōme-11-2 Kisabe, Katano, Osaka 576-0052, Japan",0.2880905413124115,29.0,29.296857722636247,15.0,1.6,2.5,49.0,Junmai Daiginjō-shu,"Yamano Sake Brewery Co., Ltd."
山陽盃酒造株式会社,Kansai,Hyōgo,兵庫県,宍粟市,〒671-2577兵庫県宍粟市山崎町山崎28,http://www.sanyouhai.com/,8,,0,,,0,,4.0,1,,35.0054002,134.5383616,"28 Yamasakichō Yamasaki, Shiso, Hyogo 671-2577, Japan",0.223376179719822,100.0,22.69426986342796,,,4.0,60.0,Daiginjō-shu,"Sanyo Sake Brewery Co., Ltd."
山陽鶴酒造株式会社,Chūgoku,Hiroshima,広島県,東広島市,〒739-0016広島県東広島市西条岡町6番9号,http://sanyotsuru.jp/,14,15.357142857142858,14,1.5984195491000015,,0,,1.2857142857142858,14,3.598687184314504,34.4300095,132.7406891,"6-9 Saijōokamachi, Higashihiroshima, Hiroshima 739-0016, Japan",0.1484797851676763,220.0,15.129453285848008,15.0,,2.0,65.0,Junmai Daiginjō-shu,"Sanyo Tsuru Sake Brewery Co., Ltd."
岡村酒造場,Kansai,Hyōgo,兵庫県,三田市,〒669-1412兵庫県三田市木器340,http://www.eonet.ne.jp/~okamura-sake/,12,16.583333333333332,12,1.443375672974064,,0,,,0,,34.9318131,135.2769958,"340 Kouzuki, Sanda, Hyogo 669-1412, Japan",0.2265813938262708,189.0,23.02810397557967,16.5,,,70.0,Junmai Daiginjō-shu,Okamura Sake Brewery
岡部合名会社,Kantō,Ibaraki,茨城県,常陸太田市,〒313-0038茨城県常陸太田市小沢町2335,https://www.matsuzakari.co.jp/,35,15.75,8,0.8864052604279182,1.342857142857143,7,0.1272418020560703,4.142857142857143,7,1.0690449676496978,36.5234687,140.5412993,"2335 Ozawachō, Hitachiota, Ibaraki 313-0038, Japan",0.0840625677764236,10.0,8.478028398494585,15.5,1.3,5.0,50.0,Junmai Daiginjō-shu,Okabe LLC
岩崎酒造株式会社,Chūgoku,Yamaguchi,山口県,萩市,〒758-0047山口県萩市東田町58,http://www.fukumusume.jp/,17,,0,,,0,,,0,,34.4116932,131.4020765,"58 Higashitamachi, Hagi, Yamaguchi 758-0047, Japan",0.0100722668921941,1.0,1.0266554875102578,,,,65.0,Junmai Daiginjō-shu,"Iwasaki Sake Brewery Co., Ltd."
岩手銘醸株式会社,Tōhoku,Iwate,岩手県,奥州市,〒029-4208岩手県奥州市前沢区新町13,http://www.iwate-meijo.com/,9,15.11111111111111,9,1.7638342073763935,,0,,,0,,39.0535716,141.1222674,"Shinmachi-13 Maesawaku, Oshu, Iwate 029-4208, Japan",0.4908768013637335,34.0,48.82158037493665,15.0,,,60.0,Junmai Daiginjō-shu,"Iwate Meijo Co., Ltd."
岩村醸造株式会社,Chūbu,Gifu,岐阜県,恵那市,〒509-7403岐阜県恵那市岩村町342番地,http://www.torokko.co.jp/,35,16.166666666666668,33,1.1883987826763651,1.38,15,0.1971221521218324,2.2333333333333334,30,3.40064226523343,35.3644055,137.4429338,"342 Iwamurachō, Ena, Gifu 509-7403, Japan",0.5796948868456261,539.0,58.75390353433251,15.5,1.4,3.0,50.0,Junmai Daiginjō-shu,"Iwamura Jozo Co., Ltd."
岸野酒造本家,Kansai,Wakayama,和歌山県,御坊市,〒644-0001和歌山県御坊市御坊60,http://www.kisyubijin.com/,5,15.5,4,0.5773502691896255,,0,,1.0,4,2.70801280154532,33.8869526,135.158197,"60 Gobō, Gobo, Wakayama 644-0001, Japan",0.0123591856053596,4.0,1.2629392079408708,15.5,,2.0,60.5,Junmai Daiginjō-shu,Kishino Sake Brewery Honke
峰の雪酒造場,Tōhoku,Fukushima,福島県,喜多方市,〒966-0802福島県喜多方市桜ヶ丘1丁目17番地,http://minenoyuki.com/,8,,0,,,0,,,0,,37.6597149,139.8720065,"1-chōme-17 Sakuragaoka, Kitakata, Fukushima 966-0802, Japan",0.661979376247941,217.0,66.3040417863543,,,,,Daiginjō-shu,Mine no Yuki Sake Brewery
島岡酒造株式会社,Kantō,Gunma,群馬県,太田市,〒373-0036群馬県太田市由良町375-2,https://www.rakuten.ne.jp/gold/sake-kadoya/shimaoka/,9,16.166666666666668,9,1.3228756555322951,1.6555555555555557,9,0.2006932429798716,3.2222222222222223,9,0.8333333333333334,36.2900602,139.3418055,"375-2 Yurachō, Ota, Gunma 373-0036, Japan",0.7645389454453757,48.0,77.10350746517149,15.5,1.6,3.0,50.0,Daiginjō-shu,"Shimaoka Sake Brewery Co., Ltd."
島田酒造株式会社,Shikoku,Ehime,愛媛県,東温市,〒791-0204愛媛県東温市志津川1445,,3,13.833333333333334,3,1.1547005383792517,,0,,-7.0,3,28.687976575562104,33.8051185,132.8736652,"1445 Shitsukawa, Toon, Ehime 791-0204, Japan",0.1586310898753516,121.0,16.212252785417927,14.5,,7.0,,Ginjō-shu,"Shimada Sake Brewery Co., Ltd."
嵐山酒造株式会社,Tōhoku,Yamagata,山形県,東置賜郡,〒999-0121山形県東置賜郡川西町上小松3182,https://www.yamagata-sake.or.jp/publics/index/26/,5,15.3,5,0.0,1.4,3,0.0999999999999998,3.2,5,1.3038404810405295,38.0042208,140.0414772,"3182 Kamikomatsu, Kawanishi, Higashiokitama District, Yamagata 999-0121, Japan",0.6310242299230998,225.0,63.0934245295168,15.3,1.4,3.0,60.0,Junmai Daiginjō-shu,"Arashiyama Sake Brewery Co., Ltd."
川島酒造株式会社,Kansai,Shiga,滋賀県,高島市,〒520-1501滋賀県高島市新旭町旭83,https://www.matsu87.jp/,24,17.125,24,1.377221525548734,,0,,5.0,3,1.7320508075688772,35.3581083,136.0437309,"83 Shinasahichōasahi, Takashima, Shiga 520-1501, Japan",0.2737163121696914,88.0,27.757831437432632,16.5,,6.0,60.0,Junmai Daiginjō-shu,"Kawashima Sake Brewery Co., Ltd."
川敬商店,Tōhoku,Miyagi,宮城県,遠田郡,〒989-4206宮城県遠田郡美里町二郷字高玉六号7,https://miyagisake.jp/kuramoto/kawakei/,5,15.2,5,0.4472135954999577,1.3,5,0.2449489742783177,0.6,5,0.8944271909999159,38.47382109999999,141.1325154,"Takadama6gō-7 Nigō, Misato, Toda District, Miyagi 989-4206, Japan",0.1022958756233084,7.0,10.212962859277962,15.0,1.4,1.0,55.0,Junmai Ginjō-shu,Kawakei Shoten
川辺酒造有限会社,Kansai,Hyōgo,兵庫県,川辺郡,〒666-0225兵庫県川辺郡猪名川町木津字南垣内9-2,http://www.hanagoromo.co.jp/,8,16.4375,8,1.6352697462061558,,0,,0.125,8,3.113908889391045,34.9321677,135.3425971,"Minamigaichi-9-2 Kizu, Inagawa, Kawabe District, Hyogo 666-0225, Japan",0.2236620478449299,122.0,22.73147845245709,16.0,,1.25,,Daiginjō-shu,"Kawabe Sake Brewery Co., Ltd."
布屋 原酒造場,Chūbu,Gifu,岐阜県,郡上市,〒501-5121岐阜県郡上市白鳥町白鳥991番地,http://genbun.sakura.ne.jp/,11,16.490909090909092,11,1.355326193544968,1.4636363636363638,11,0.156669890360128,4.545454545454546,11,0.5222329678670934,35.8845018,136.8580251,"991 Shirotorichō Shirotori, Gujo, Gifu 501-5121, Japan",0.6943613541110667,367.0,70.17862835539499,15.7,1.4,5.0,60.0,Daiginjō-shu,Nunoya Hara Sake Brewery
平和酒造株式会社,Kansai,Wakayama,和歌山県,海南市,〒640-1172和歌山県海南市溝ノ口119番地,http://www.heiwashuzou.co.jp/,11,,0,,2.4,1,,,0,,34.1604019,135.2898178,"119 Mizonokuchi, Kainan, Wakayama 640-1172, Japan",0.1004478863130304,54.0,10.249398207233346,,2.4,,80.0,Junmai Daiginjō-shu,"Heiwa Sake Brewery Co., Ltd."
